token:16781129 lambda:0.999860
token:16814300 lambda:0.000051
token:50353351 lambda:0.000240
token:16788463 lambda:0.000897
token:16820351 lambda:0.999884
token:50343547 lambda:0.000092
token:16793874 lambda:0.017194
token:16823521 lambda:0.000278
token:16783061 lambda:0.925223
token:16837547 lambda:0.000240
token:16829578 lambda:0.001519
token:50337799 lambda:0.000062
token:16796231 lambda:0.000228
token:50352534 lambda:0.000414
token:16810480 lambda:0.000763
token:16822263 lambda:0.000004
token:16813093 lambda:0.001076
token:50358382 lambda:0.000173
token:16794586 lambda:0.000284
token:16845879 lambda:0.000258
token:16792027 lambda:0.000028
token:16792348 lambda:0.000175
token:50339180 lambda:0.000522
token:16810126 lambda:0.206956
token:16795223 lambda:0.001500
token:50332185 lambda:0.000336
token:50341577 lambda:0.243162
token:16816889 lambda:0.001285
token:50357588 lambda:0.000507
token:16828509 lambda:0.000356
token:16779423 lambda:0.304094
token:16801756 lambda:0.002306
token:50357632 lambda:0.000373
token:16782649 lambda:0.995434
token:50343570 lambda:0.000428
token:16788511 lambda:0.368796
token:16795500 lambda:0.000137
token:16813189 lambda:0.000125
token:16822022 lambda:0.000356
token:16812710 lambda:0.000051
token:16784526 lambda:0.000007
token:16817120 lambda:0.002572
token:50353685 lambda:0.000015
token:50344619 lambda:0.000030
token:16865156 lambda:0.000123
token:16823936 lambda:0.252223
token:16800090 lambda:0.000318
token:16806025 lambda:0.000547
token:50344394 lambda:0.000416
token:16779045 lambda:0.041986
token:16794819 lambda:0.004709
token:16800307 lambda:0.000841
token:16779778 lambda:0.001188
token:16810727 lambda:0.096363
token:16807879 lambda:0.000151
token:50349944 lambda:0.000504
token:16795759 lambda:0.000310
token:16807821 lambda:0.000283
token:16816395 lambda:0.070687
token:50344821 lambda:0.000645
token:50354201 lambda:0.000187
token:16818095 lambda:0.969337
token:16804350 lambda:0.371162
token:16799363 lambda:0.000095
token:16798884 lambda:0.999673
token:16801412 lambda:0.003746
token:50339955 lambda:0.013047
token:16818879 lambda:0.004239
token:50339555 lambda:0.001627
token:50341232 lambda:0.000001
token:16799063 lambda:0.000256
token:16802445 lambda:0.002110
token:50337535 lambda:0.024040
token:16818050 lambda:0.001533
token:16802709 lambda:0.002267
token:16815551 lambda:0.137932
token:50345975 lambda:0.041682
token:16777305 lambda:0.002062
token:16781400 lambda:0.972671
token:16854361 lambda:0.000516
token:16818642 lambda:0.000836
token:50339621 lambda:0.994575
token:16798778 lambda:0.000493
token:16799908 lambda:0.000026
token:50343625 lambda:0.001241
token:50354369 lambda:0.000001
token:16789964 lambda:0.000100
token:16790174 lambda:0.000210
token:16791922 lambda:0.000756
token:16786032 lambda:0.035001
token:50359072 lambda:0.002222
token:50358254 lambda:0.000238
token:16811218 lambda:0.000980
token:16811861 lambda:0.719063
token:16780107 lambda:0.076749
token:16848716 lambda:0.000163
token:33560950 lambda:0.001192
token:16814174 lambda:0.010337
token:50346284 lambda:0.000707
token:50339986 lambda:0.952065
token:16805863 lambda:0.001361
token:16780588 lambda:0.011344
token:16810058 lambda:0.001664
token:16802293 lambda:0.000312
token:16789886 lambda:0.000176
token:50359510 lambda:0.000453
token:16810847 lambda:0.000354
token:50341709 lambda:0.000240
token:16821995 lambda:0.000240
token:50344961 lambda:0.089409
token:50341868 lambda:0.000869
token:16802749 lambda:0.000206
token:16805821 lambda:0.000065
token:50333975 lambda:0.984103
token:50340218 lambda:0.000110
token:16836330 lambda:0.000253
token:16808532 lambda:0.036045
token:16818470 lambda:0.009968
token:16829363 lambda:0.000085
token:50333830 lambda:0.000125
token:16827937 lambda:0.000264
token:16779271 lambda:0.000767
token:16777388 lambda:0.074930
token:16779328 lambda:0.000712
token:16783984 lambda:0.008121
token:50349174 lambda:0.000262
token:16819650 lambda:0.000458
token:16813151 lambda:0.000606
token:16779688 lambda:0.000155
token:16788527 lambda:0.001506
token:16789660 lambda:0.000240
token:50345686 lambda:0.000598
token:16804442 lambda:0.001674
token:16804096 lambda:0.000323
token:16845208 lambda:0.000466
token:16814545 lambda:0.994175
token:16794198 lambda:0.000482
token:50345909 lambda:0.000596
token:16829206 lambda:0.000040
token:16820036 lambda:0.000210
token:50345450 lambda:0.000399
token:16785202 lambda:0.000312
token:16800290 lambda:0.001159
token:16823218 lambda:0.000214
token:16780826 lambda:0.119314
token:16848126 lambda:0.000957
token:16796071 lambda:0.000880
token:16781846 lambda:0.292802
token:16810018 lambda:0.003128
token:16811916 lambda:0.000108
token:16793325 lambda:0.001849
token:16812661 lambda:0.998735
token:16803906 lambda:0.000393
token:16853747 lambda:0.000222
token:16794555 lambda:0.000238
token:16806401 lambda:0.000010
token:50334366 lambda:0.001733
token:50333329 lambda:0.445508
token:50334782 lambda:0.000461
token:16844019 lambda:0.000033
token:16803200 lambda:0.000258
token:50347131 lambda:0.000138
token:16782708 lambda:0.405660
token:16802112 lambda:0.000373
token:50352702 lambda:0.000712
token:16790389 lambda:0.999996
token:50334369 lambda:0.497930
token:16808200 lambda:0.024042
token:16779303 lambda:0.278615
token:16826977 lambda:0.000229
token:16794044 lambda:0.000923
token:16851718 lambda:0.000006
token:50341758 lambda:0.000236
token:16834074 lambda:0.000240
token:16866966 lambda:0.000054
token:16782587 lambda:0.210025
token:16800851 lambda:0.000166
token:16819012 lambda:0.000352
token:33565999 lambda:0.000342
token:16805202 lambda:0.000109
token:50342225 lambda:0.716257
token:16818337 lambda:0.000223
token:50335459 lambda:0.000216
token:16781628 lambda:0.012120
token:50334585 lambda:0.001295
token:16778596 lambda:0.044305
token:16827789 lambda:0.000811
token:16791609 lambda:0.008013
token:16828675 lambda:0.000391
token:16813187 lambda:0.000409
token:16804157 lambda:0.000111
token:16812553 lambda:0.000408
token:16809073 lambda:0.000294
token:16777438 lambda:0.002331
token:16779187 lambda:0.005255
token:16825724 lambda:0.000265
token:33563491 lambda:0.000376
token:16806736 lambda:0.001393
token:16792891 lambda:0.003511
token:16795927 lambda:0.001222
token:16786538 lambda:0.000241
token:16810162 lambda:0.000017
token:16799207 lambda:0.000269
token:16865443 lambda:0.000001
token:16781675 lambda:0.569500
token:16823938 lambda:0.000099
token:16815197 lambda:0.001084
token:16791317 lambda:0.086000
token:16821410 lambda:0.000057
token:16817708 lambda:0.062648
token:16825238 lambda:0.000383
token:16843276 lambda:0.000240
token:16794953 lambda:0.001780
token:16818021 lambda:0.000293
token:16817557 lambda:0.000359
token:16810082 lambda:0.000400
token:16826565 lambda:0.000240
token:50333855 lambda:0.000021
token:16803700 lambda:0.000012
token:16795032 lambda:0.000667
token:16799539 lambda:0.008236
token:16806347 lambda:0.123503
token:16839309 lambda:0.006116
token:16815869 lambda:0.000193
token:16793244 lambda:0.001657
token:16801995 lambda:0.000336
token:16839621 lambda:0.000240
token:16781418 lambda:0.062262
token:16788466 lambda:0.000340
token:50357323 lambda:0.000987
token:16867081 lambda:0.000270
token:50349689 lambda:0.000558
token:16818335 lambda:0.000550
token:16797148 lambda:0.000863
token:16801432 lambda:0.998042
token:16855031 lambda:0.000222
token:16796394 lambda:0.002227
token:16812364 lambda:0.000014
token:50346526 lambda:0.355278
token:16812659 lambda:0.338076
token:16809585 lambda:0.002036
token:16815228 lambda:0.003353
token:16792342 lambda:0.000294
token:16824459 lambda:0.000062
token:16795396 lambda:0.000382
token:16829215 lambda:0.001200
token:16867686 lambda:0.000522
token:16781616 lambda:0.025806
token:16788996 lambda:0.000119
token:50349079 lambda:0.999340
token:50341315 lambda:0.998819
token:16851107 lambda:0.000286
token:16778375 lambda:0.019917
token:50347353 lambda:0.014992
token:16789783 lambda:0.999792
token:16791144 lambda:0.000425
token:16828403 lambda:0.002471
token:16811978 lambda:0.009403
token:16827343 lambda:0.000403
token:50340846 lambda:0.985705
token:16816908 lambda:0.000618
token:16781931 lambda:0.001317
token:16792731 lambda:0.000049
token:16816640 lambda:0.000226
token:16795103 lambda:0.001711
token:16811716 lambda:0.000335
token:16811008 lambda:0.053709
token:16809130 lambda:0.018603
token:16788218 lambda:0.090083
token:16792920 lambda:0.000336
token:16818184 lambda:0.000149
token:16813951 lambda:0.000257
token:16822975 lambda:0.000110
token:16818463 lambda:0.000237
token:16802946 lambda:0.000483
token:16827949 lambda:0.000087
token:50339382 lambda:0.000169
token:16784513 lambda:0.002940
token:16812923 lambda:0.999854
token:50356761 lambda:0.000006
token:16780431 lambda:0.000016
token:50332959 lambda:0.000704
token:16817094 lambda:0.002057
token:16822440 lambda:0.000219
token:16820280 lambda:0.000855
token:16814745 lambda:0.000939
token:16808705 lambda:0.001023
token:50346570 lambda:0.000315
token:16806454 lambda:0.000315
token:16819683 lambda:0.000056
token:16786327 lambda:0.000248
token:16868692 lambda:0.000173
token:16829068 lambda:0.000094
token:50343818 lambda:0.000014
token:16830220 lambda:0.000041
token:16788490 lambda:0.000940
token:16794470 lambda:0.000012
token:50346305 lambda:0.001621
token:16826409 lambda:0.009213
token:50343081 lambda:0.000277
token:16780129 lambda:0.999866
token:16795860 lambda:0.999954
token:16798653 lambda:0.000193
token:16819567 lambda:0.000223
token:16786698 lambda:0.027853
token:16820792 lambda:0.000002
token:16839215 lambda:0.000774
token:16798433 lambda:0.000175
token:16782711 lambda:0.002125
token:16822925 lambda:0.000004
token:50352312 lambda:0.000247
token:50351339 lambda:0.000008
token:16805076 lambda:0.000542
token:16783528 lambda:0.357310
token:50341018 lambda:0.002010
token:50359189 lambda:0.000044
token:16867313 lambda:0.000053
token:50347047 lambda:0.000677
token:16818553 lambda:0.000040
token:16861828 lambda:0.999562
token:16840540 lambda:0.000240
token:16790748 lambda:0.000001
token:50338124 lambda:0.000549
token:50345020 lambda:0.001296
token:16788651 lambda:0.000807
token:16823826 lambda:0.000240
token:16784933 lambda:0.002858
token:50342449 lambda:0.001591
token:16867214 lambda:0.000208
token:16791962 lambda:0.622898
token:16828288 lambda:0.000016
token:50337463 lambda:0.000042
token:50357214 lambda:0.000222
token:16781636 lambda:0.005268
token:16786710 lambda:0.376813
token:16817224 lambda:0.000108
token:16798443 lambda:0.001731
token:16850901 lambda:0.000240
token:16804379 lambda:0.176321
token:16788544 lambda:0.481991
token:16864452 lambda:0.000001
token:50356177 lambda:0.000246
token:16789044 lambda:0.001071
token:16787449 lambda:0.000718
token:16789135 lambda:0.000020
token:16794320 lambda:0.000363
token:16828262 lambda:0.000126
token:16806917 lambda:0.000675
token:50333030 lambda:0.000002
token:16803063 lambda:0.000446
token:50344371 lambda:0.039180
token:16818526 lambda:0.002938
token:16814713 lambda:0.001155
token:16837593 lambda:0.000050
token:16797491 lambda:0.000059
token:16801704 lambda:0.006359
token:16848173 lambda:0.000001
token:50333679 lambda:0.003284
token:16779999 lambda:0.121180
token:16828069 lambda:0.002384
token:50356642 lambda:0.004883
token:16802341 lambda:0.000012
token:16803860 lambda:0.002313
token:16818693 lambda:0.006228
token:16870330 lambda:0.983407
token:16795328 lambda:0.161577
token:16786420 lambda:0.001186
token:16786901 lambda:0.025235
token:16803948 lambda:0.000731
token:16811562 lambda:0.000382
token:16782072 lambda:0.000134
token:16830010 lambda:0.000186
token:16795451 lambda:0.000562
token:16812784 lambda:0.000035
token:16817894 lambda:0.000189
token:16787992 lambda:0.000990
token:50348764 lambda:0.001445
token:16784009 lambda:0.201306
token:50346250 lambda:0.003539
token:50349789 lambda:0.017520
token:16803593 lambda:0.000053
token:50337700 lambda:0.000012
token:16810998 lambda:0.019213
token:50344602 lambda:0.000845
token:16809835 lambda:0.488539
token:16827233 lambda:0.000161
token:50332805 lambda:0.001566
token:16784990 lambda:0.056725
token:50338795 lambda:0.010114
token:16813818 lambda:0.000577
token:16817172 lambda:0.000430
token:16779201 lambda:0.212069
token:16822955 lambda:0.000001
token:16815691 lambda:0.002726
token:16785301 lambda:0.214646
token:16815744 lambda:0.000315
token:16847723 lambda:0.000321
token:16816005 lambda:0.999317
token:16780538 lambda:0.049397
token:16787962 lambda:0.001562
token:16827296 lambda:0.001683
token:16845520 lambda:0.000799
token:16799431 lambda:0.000405
token:50355100 lambda:0.000692
token:16790346 lambda:0.000010
token:16822827 lambda:0.368548
token:16804106 lambda:0.000130
token:16823329 lambda:0.000603
token:16786553 lambda:0.163498
token:16794640 lambda:0.059517
token:16867433 lambda:0.000288
token:16809704 lambda:0.000013
token:50354551 lambda:0.000020
token:16847778 lambda:0.000240
token:50349515 lambda:0.000423
token:16798229 lambda:0.004301
token:16780317 lambda:0.743279
token:50358861 lambda:0.000145
token:16793319 lambda:0.000357
token:16821934 lambda:0.998908
token:16808221 lambda:0.000333
token:16813352 lambda:0.001145
token:16816636 lambda:0.001479
token:16836479 lambda:0.000810
token:50341476 lambda:0.000240
token:50358719 lambda:0.000001
token:16794608 lambda:0.000666
token:16797395 lambda:0.000827
token:16781449 lambda:0.000988
token:50336455 lambda:0.000744
token:16780672 lambda:0.015799
token:16799281 lambda:0.349098
token:16791263 lambda:0.000253
token:16866949 lambda:0.000106
token:16786033 lambda:0.999941
token:16849546 lambda:0.000274
token:16818615 lambda:0.002613
token:50351994 lambda:0.000451
token:50332933 lambda:0.000354
token:16784403 lambda:0.001688
token:16799480 lambda:0.073827
token:16780727 lambda:0.002413
token:16782920 lambda:0.497777
token:16836133 lambda:0.000240
token:16785976 lambda:0.999649
token:16785909 lambda:0.000248
token:50340677 lambda:0.000140
token:16782130 lambda:0.999025
token:16808485 lambda:0.009795
token:16801598 lambda:0.000367
token:16810715 lambda:0.001654
token:16777991 lambda:0.000398
token:16787808 lambda:0.000963
token:50356670 lambda:0.000240
token:16801481 lambda:0.000068
token:16806472 lambda:0.000461
token:50346016 lambda:0.974104
token:16797002 lambda:0.000002
token:16790311 lambda:0.000011
token:16807765 lambda:0.011124
token:16863107 lambda:0.091762
token:16809977 lambda:0.005408
token:16819554 lambda:0.000630
token:16786875 lambda:0.035471
token:16784923 lambda:0.001533
token:16787100 lambda:0.002226
token:50334102 lambda:0.000100
token:16807066 lambda:0.003325
token:50348208 lambda:0.001098
token:16790557 lambda:0.000018
token:16792296 lambda:0.000009
token:16803011 lambda:0.002244
token:50354355 lambda:0.000139
token:16867083 lambda:0.000102
token:16800776 lambda:0.000816
token:16791913 lambda:0.001916
token:16806528 lambda:0.000559
token:16818624 lambda:0.000129
token:16814049 lambda:0.000201
token:50339698 lambda:0.000362
token:16821038 lambda:0.000117
token:50344562 lambda:0.000001
token:16809394 lambda:0.001688
token:50343848 lambda:0.000389
token:16867824 lambda:0.000001
token:50353052 lambda:0.000106
token:16817311 lambda:0.000435
token:50344421 lambda:0.004420
token:16794383 lambda:0.000191
token:50332931 lambda:0.000240
token:16791873 lambda:0.001746
token:16827562 lambda:0.000016
token:16813349 lambda:0.000400
token:50339994 lambda:0.000981
token:16788825 lambda:0.009260
token:16780505 lambda:0.696944
token:16780744 lambda:0.215138
token:16797819 lambda:0.998193
token:50357186 lambda:0.001824
token:16802591 lambda:0.000426
token:50356866 lambda:0.000001
token:16800780 lambda:0.001269
token:50334469 lambda:0.000253
token:50349881 lambda:0.000011
token:50358474 lambda:0.000045
token:16778787 lambda:0.113003
token:16811332 lambda:0.003016
token:16797429 lambda:0.000385
token:50337722 lambda:0.000073
token:16809230 lambda:0.000426
token:16796109 lambda:0.000258
token:16788804 lambda:0.194096
token:16809606 lambda:0.001924
token:16787433 lambda:0.000664
token:16869783 lambda:0.005726
token:16818496 lambda:0.126461
token:16803686 lambda:0.987654
token:50337437 lambda:0.000519
token:16816843 lambda:0.000022
token:16827833 lambda:0.000486
token:16799253 lambda:0.000504
